area_m2,quartos,banheiros,vagas,idade_anos,preco
118,3,3,3,22,814602.8
109,2,2,3,23,783580.76
113,2,2,1,13,696785.78
40,3,3,1,17,353268.0
92,1,1,2,10,558110.51
124,1,1,1,22,727621.96
127,1,1,3,13,773815.82
68,2,1,0,17,404267.16
183,1,1,0,16,1062301.69
76,5,5,1,14,573576.6
168,2,2,1,44,973682.33
141,2,3,0,8,901257.17
87,2,2,0,8,567622.53
208,4,5,2,21,1148028.01
60,3,4,0,9,457491.7
165,2,3,3,12,1010403.68
170,4,5,1,4,1021780.54
86,2,2,2,19,557798.2
189,2,1,1,20,1098690.29
107,2,2,1,11,629526.87
134,2,2,1,22,761415.41
133,2,3,1,0,799282.96
113,3,4,2,7,824751.26
160,2,2,2,13,911361.43
159,3,3,2,3,879166.98
40,1,1,1,0,262237.56
185,2,1,3,11,1130376.67
40,3,3,2,21,331987.92
171,4,4,4,27,1163588.5
176,2,3,2,9,921647.73
65,3,3,0,22,427728.5
99,2,3,1,21,548195.68
64,2,2,1,27,428911.69
109,1,2,2,11,692681.29
104,2,2,1,0,672743.96
158,2,3,2,15,851489.15
185,2,2,1,4,991117.2
189,3,3,0,7,1109922.81
91,1,1,0,11,452817.39
109,3,4,1,11,699736.02
40,2,1,2,16,348740.61
79,3,3,1,22,524341.09
168,3,3,2,11,888404.22
200,2,2,0,18,1039888.14
58,2,3,0,15,382191.71
90,3,3,2,24,701563.6
118,4,4,1,13,878838.73
134,2,3,2,14,861598.52
79,1,1,2,11,479955.36
141,4,5,3,13,1069197.14
96,2,2,0,7,536046.04
119,3,3,1,6,821111.28
147,2,2,2,22,915250.68
120,2,2,2,4,734991.9
98,3,3,2,11,718512.33
114,3,3,1,25,677366.17
115,2,1,0,11,596349.26
101,3,3,1,23,690610.93
107,3,4,2,9,716579.78
199,3,2,1,4,1199074.96
148,1,1,0,0,945178.52
105,3,4,2,28,643536.04
154,3,3,1,3,924769.48
103,3,3,0,22,716988.57
178,3,4,0,5,1108807.21
138,2,3,1,28,753325.87
114,3,3,1,37,632203.23
142,3,3,1,0,842823.12
41,1,1,0,4,267223.22
63,3,3,0,22,445297.69
60,2,2,1,20,407541.28
127,3,3,2,22,804580.81
206,2,2,0,9,1082438.94
231,3,3,1,34,1489511.26
151,4,4,0,16,769536.04
145,3,3,1,2,902347.65
40,4,4,0,12,406981.11
92,5,5,0,2,604265.86
80,1,1,2,30,488176.9
88,3,3,1,8,568769.07
111,3,3,2,19,757178.37
96,4,4,0,10,663313.13
40,2,1,0,8,302486.26
157,5,5,1,0,1030315.56
66,3,2,2,20,519945.28
131,3,3,1,27,806303.48
223,1,1,1,5,1226164.15
74,2,2,1,0,508988.09
40,3,3,0,23,311041.89
105,1,1,3,0,704029.43
175,4,4,1,27,1004591.95
217,1,2,2,5,1206438.23
58,3,2,2,3,462761.48
144,2,2,1,17,833202.2
96,3,4,0,4,698815.01
114,3,4,2,7,734287.28
252,2,2,0,18,1313630.97
44,2,2,1,0,344666.07
132,1,1,2,31,633711.62
143,3,3,2,15,906680.17
174,3,3,2,2,911124.75
124,3,3,2,4,735823.32
135,3,3,0,24,770984.52
100,3,3,1,21,717365.0
133,2,2,0,28,679227.41
102,1,2,2,8,628623.23
151,2,2,4,17,993555.02
101,5,4,1,19,784785.48
138,4,4,0,21,901296.71
118,2,2,1,26,746033.61
176,3,3,3,7,1186215.89
117,4,5,1,13,709518.71
40,3,4,0,8,368301.58
183,1,1,4,14,1152256.41
74,1,1,2,21,418798.17
87,3,3,0,0,562635.33
90,5,5,3,26,674671.87
188,3,3,1,3,1173830.78
40,1,1,1,11,281928.7
276,2,1,1,27,1718235.06
172,3,3,2,18,913620.8
131,4,4,2,18,843427.97
117,3,4,0,3,716422.0
134,3,3,4,4,936890.32
146,1,1,0,24,707770.28
152,4,3,2,9,965042.22
147,3,3,2,10,873219.96
124,2,2,0,24,633639.6
110,3,3,0,4,624778.28
112,2,3,3,17,683455.05
110,1,1,1,15,617138.77
176,2,2,2,14,1018766.75
149,2,2,1,9,885204.17
40,2,3,2,9,360148.39
152,3,4,1,4,882019.73
129,3,3,1,19,853094.71
119,3,3,1,8,726360.33
100,2,2,3,24,693092.02
176,1,1,1,12,949366.6
167,3,3,1,4,1029019.65
81,2,2,3,12,581849.42
140,2,2,2,10,861294.81
71,4,4,0,25,507200.01
51,3,3,4,11,525630.43
88,4,5,2,12,613969.91
163,3,3,0,29,795315.65
167,2,2,1,20,866803.52
145,3,3,2,31,937340.88
156,2,2,2,27,878501.59
145,3,3,1,6,892525.38
87,1,1,1,24,456938.83
141,4,3,1,30,854457.65
160,2,2,1,30,817175.74
157,4,4,0,24,873211.31
179,4,4,0,24,1015223.57
155,3,4,2,11,992630.06
137,3,3,2,6,899011.26
173,3,3,1,11,1065680.58
118,4,4,1,0,693997.85
75,3,4,1,28,517723.82
111,3,3,1,12,695870.02
82,3,3,4,27,547952.17
86,4,5,2,2,662846.5
112,3,3,1,25,678626.33
80,3,3,1,10,577711.74
104,3,3,1,2,691465.34
40,4,5,2,31,371427.12
130,3,2,1,26,822730.72
120,2,2,2,17,595757.31
79,3,3,2,15,554633.78
152,5,5,1,19,834460.14
166,3,3,3,16,969667.67
40,4,4,2,7,426692.9
81,1,1,2,10,453522.42
81,3,3,4,34,539636.47
73,3,3,1,41,563728.08
161,4,5,1,30,873431.74
110,1,1,3,19,782806.82
106,4,5,2,11,738188.53
40,3,3,3,7,411466.87
151,2,1,0,7,888018.8
58,2,2,2,9,472104.59
122,2,1,0,36,600395.93
133,3,4,1,33,767823.6
188,1,2,0,22,1075223.83
54,2,2,0,5,391312.63
40,4,4,0,23,386838.54
129,2,2,2,12,809019.36
210,2,2,1,0,1402205.95
181,3,3,0,17,1049279.99
130,3,3,1,6,825391.11
95,3,3,0,6,636983.12
160,3,3,3,12,1010350.11
71,3,4,1,10,560619.66
143,3,4,1,14,895668.74
145,2,2,2,14,907848.46
173,2,3,2,0,1107826.79
257,3,3,2,30,1709658.85
139,2,1,2,5,855512.93
94,3,3,3,5,645719.47
118,3,3,1,11,710764.97
40,2,2,4,13,427522.01
85,2,3,2,29,608741.16
99,2,3,1,17,523332.28
93,3,3,2,20,591833.99
127,3,3,2,17,796001.33
78,3,2,0,17,469012.48
176,2,2,1,18,922988.05
120,3,3,4,0,887484.52
119,4,4,1,12,880930.88
103,2,2,1,26,511684.46
127,3,3,2,54,728921.45
161,5,5,1,2,1080619.05
76,2,2,0,19,500929.67
87,3,3,2,9,621984.06
104,1,1,2,35,664581.36
52,3,2,0,1,399421.54
79,1,1,4,21,606070.24
96,5,5,1,0,682769.22
163,3,4,1,11,988062.1
133,3,2,0,14,707938.51
129,3,3,2,25,849614.81
162,3,3,1,4,964615.09
113,3,3,1,21,723638.17
139,4,3,2,15,855501.52
114,5,4,0,17,789896.82
133,3,4,2,24,855357.82
90,4,4,1,2,600118.98
40,3,3,4,23,388987.14
113,3,3,1,9,719897.19
191,3,3,0,25,1129091.45
166,2,2,0,18,1060556.21
168,1,1,3,12,1016045.35
181,2,3,2,9,1141656.55
124,3,3,1,23,658019.29
129,2,3,2,27,893417.56
89,3,3,1,9,630645.62
104,5,5,4,3,837164.59
150,2,1,3,21,896529.89
180,3,3,4,0,1052694.74
113,2,3,3,1,732021.74
97,1,1,3,4,748189.82
120,3,2,1,10,681450.94
150,3,4,2,1,871992.64
47,3,4,2,0,410562.73
40,2,2,4,3,375672.47
92,3,4,1,21,614251.25
58,2,2,0,2,442454.93
94,2,3,1,11,574025.43
112,1,1,2,34,555443.65
97,2,3,1,14,628336.23
192,2,2,1,18,1063234.64
136,2,2,1,5,872276.01
135,5,5,1,36,829693.47
151,2,2,1,9,858257.81
63,2,2,0,12,412011.67
171,2,2,3,28,1025248.49
116,3,4,2,13,736616.55
153,1,1,0,15,790782.56
66,4,4,2,12,453247.93
42,5,5,2,12,426781.75
160,2,3,0,18,959953.82
138,3,3,1,20,886456.3
74,1,1,2,8,455173.08
76,3,4,1,7,612145.2
176,3,3,2,8,1050581.97
60,2,2,1,0,388442.95
202,2,2,0,0,987566.96
74,3,4,4,17,674389.56
151,3,3,1,24,862471.98
103,2,2,2,23,569262.59
150,3,4,0,0,753717.27
92,3,3,1,12,592625.74
111,4,4,1,3,779963.14
122,2,3,0,16,680757.17
69,3,3,1,10,457870.19
157,3,3,0,20,870005.44
94,2,2,1,14,642081.93
108,3,4,2,0,657535.49
70,3,3,0,5,471960.3
40,4,4,3,15,496329.43
110,2,3,0,15,688691.34
240,3,2,1,0,1536710.29
159,2,2,2,0,895977.47
119,5,5,1,15,814482.81
106,2,2,1,0,636387.49
121,5,5,0,0,772936.76
147,4,4,2,10,858779.68
60,2,2,2,10,462286.53
175,4,4,0,6,1050896.89
155,5,5,1,7,1029774.32
155,2,2,2,15,913450.8
141,3,3,1,7,894993.95
120,3,4,0,15,732267.82
153,2,2,1,11,849456.45
149,1,1,1,16,767452.39
102,2,2,1,23,541441.75
91,2,2,2,23,519290.41
125,3,3,1,27,732443.39
197,2,2,1,23,946292.05
58,4,4,3,17,479840.54
46,3,2,1,10,400847.34
128,1,1,1,11,736475.51
122,3,3,1,6,743130.71
128,3,3,2,15,948335.08
132,5,5,1,21,753979.61
108,1,1,1,7,678631.78
194,2,1,4,14,1143709.45
40,4,4,3,8,492078.14
78,4,3,2,17,574463.93
114,3,3,1,9,617685.12
40,3,4,1,7,377360.0
111,1,1,0,8,644858.33
203,3,3,1,20,962356.25
121,2,2,2,14,848154.52
131,2,2,1,10,794294.87
56,4,5,3,17,573771.79
89,2,2,0,10,498716.71
101,3,3,1,26,671138.62
104,4,4,2,5,796344.96
184,2,2,1,13,1056505.59
147,5,5,3,0,1044216.54
64,5,5,4,11,583570.39
132,3,2,0,0,786162.76
144,2,2,0,22,773943.37
177,2,2,0,22,1016478.38
199,3,3,2,22,1069015.39
69,2,2,1,15,478166.22
79,2,2,2,6,500024.3
57,5,4,1,6,490484.91
108,2,2,2,30,676787.89
143,3,4,2,29,822431.29
169,1,1,1,16,968931.53
116,3,3,1,9,769082.42
104,4,4,0,28,653520.4
127,2,2,1,8,828450.53
78,2,2,1,17,502608.26
224,3,4,1,28,1478839.5
40,3,3,3,6,492838.67
129,3,3,3,23,834081.88
221,2,1,2,20,1360765.74
120,2,2,1,14,677582.12
110,5,5,2,5,731606.44
102,4,5,1,7,708249.34
110,3,3,1,17,618793.93
188,4,4,1,0,1059115.13
40,3,3,0,16,346661.14
196,3,3,1,20,1073977.05
48,2,2,1,24,358269.14
106,3,4,4,1,817626.43
98,3,3,1,28,709521.06
149,1,2,3,31,920560.16
40,3,4,1,19,388277.5
143,3,3,0,4,891778.27
221,3,3,1,11,1375943.66
51,3,2,2,14,441644.17
129,4,5,0,17,868613.88
86,1,1,1,15,516028.58
141,3,3,1,17,863476.29
120,3,3,1,14,781250.7
87,3,3,2,17,562569.48
144,2,2,1,10,792032.68
210,2,2,0,11,1329597.76
110,4,4,3,9,932537.74
155,3,4,1,34,841451.67
55,4,4,2,29,427335.92
72,3,3,2,20,562071.94
143,3,4,4,28,983248.75
194,4,3,1,22,1187986.76
137,3,4,2,16,922757.9
104,2,2,1,0,642385.63
119,3,3,2,12,782114.97
57,4,4,1,11,483053.04
150,2,2,1,3,820027.85
164,2,3,3,0,1066215.57
97,1,1,0,19,595117.63
96,4,4,3,18,708540.08
133,1,1,3,3,840636.7
98,3,4,1,7,675488.65
116,3,3,1,26,694808.28
224,3,4,1,6,1467379.72
107,3,3,4,16,724325.58
102,1,1,0,13,636855.0
87,3,3,1,20,603805.46
157,3,2,2,6,875105.35
110,4,4,3,15,911512.22
87,2,1,2,16,553342.67
186,4,4,2,17,1059463.64
190,3,3,0,15,1178154.42
89,4,4,1,18,647654.43
40,3,3,0,36,258331.21
170,3,3,3,40,986685.59
85,4,4,2,8,647133.49
159,4,4,2,0,839643.19
40,3,4,2,20,372518.07
164,2,3,1,16,957955.88
59,2,2,0,25,341758.55
156,2,1,1,17,893434.32
120,2,3,0,15,712925.44
72,2,2,2,26,426112.04
99,4,4,0,27,691912.54
154,1,1,2,1,942719.51
125,3,3,2,6,782433.65
149,2,2,1,13,846829.66
218,2,3,0,15,1348549.87
41,1,1,1,12,282392.77
200,2,2,1,19,935576.01
125,3,3,2,24,804151.11
75,4,4,0,32,483363.59
53,2,2,2,20,372992.83
110,3,3,2,6,810673.12
166,3,2,0,13,940312.28
113,4,5,2,14,779108.12
195,3,3,2,20,1176073.92
47,3,2,2,18,393281.3
119,3,3,0,35,646208.76
57,4,4,0,10,457781.01
138,1,1,1,18,765206.75
164,3,4,1,38,968630.52
98,4,5,2,9,727962.51
40,3,3,2,16,435725.3
129,3,3,3,5,794954.64
141,3,3,0,15,903166.14
140,2,2,0,7,886135.42
181,3,2,2,25,1078401.07
66,3,4,1,16,465455.61
154,3,3,1,5,1056684.24
179,3,3,1,23,849792.93
40,4,4,0,16,345993.95
135,2,2,2,24,862956.58
94,3,2,1,3,602127.66
115,3,3,2,18,826616.68
137,3,3,2,22,735769.55
95,2,2,0,10,528398.47
86,3,3,3,2,638631.79
121,4,4,1,14,815346.24
65,3,3,3,27,515184.03
65,4,5,1,26,486148.64
153,5,5,2,10,1119199.87
62,2,2,1,2,495515.41
153,2,2,2,10,870164.66
143,5,5,2,10,824373.74
40,5,5,1,19,340475.63
86,1,1,3,13,591612.63
179,1,1,1,7,1036163.06
70,2,1,1,26,433172.16
96,5,5,2,16,706966.75
143,2,2,2,19,782660.01
159,3,4,1,0,1031350.42
107,4,4,1,0,839348.57
90,1,1,4,0,522382.61
191,3,3,2,10,1118024.89
206,2,2,0,20,1055193.72
168,4,3,1,0,907185.6
124,2,3,4,30,736777.56
79,3,4,2,16,588343.46
78,3,3,3,28,607049.42
146,2,2,1,6,956000.51
140,1,1,2,20,785551.48
190,3,3,2,15,956018.27
152,2,2,1,23,844104.41
44,4,5,1,12,375195.84
172,4,4,2,19,949984.33
70,3,3,1,26,503339.91
100,3,3,2,8,683454.7
132,3,3,2,17,858020.8
219,4,4,3,0,1404645.23
275,3,3,2,22,1942543.8
150,2,2,1,34,806417.76
110,2,2,1,2,742926.22
146,3,3,2,14,918648.58
164,3,3,1,23,939677.16
103,3,3,1,15,673740.93
209,1,1,1,16,1155346.81
131,3,3,0,11,894820.84
144,2,2,2,10,871787.93
153,2,2,1,14,878886.6
141,3,3,1,15,836234.92
161,2,1,4,3,1073325.74
89,3,3,2,14,643489.54
92,2,2,2,30,552622.36
64,3,4,2,10,458312.08
141,3,3,2,2,822996.34
158,2,2,2,13,906938.27
142,2,2,1,7,924554.4
203,4,3,4,1,1274471.62
119,3,3,0,16,691493.3
153,3,3,3,7,854417.17
65,1,1,1,8,463007.41
100,3,3,1,16,675407.37
154,3,3,0,0,983904.74
162,3,4,1,0,1071550.37
105,3,3,2,21,669558.44
116,2,2,4,0,805413.8
44,2,3,4,5,500791.95
102,4,5,4,0,826708.67
164,4,4,1,10,1057472.04
148,2,1,4,19,980328.78
145,3,2,1,16,900027.94
122,2,2,3,38,750227.82
120,1,2,1,25,675663.5
86,2,2,1,5,592182.76
154,2,2,4,3,1046680.07
141,3,4,3,42,980832.37
144,3,3,2,25,905746.13
93,2,2,2,20,612921.14
40,1,2,0,15,267593.62
174,4,5,2,17,1029311.93
96,2,3,2,0,685280.54
76,3,3,0,16,487527.31
154,2,2,0,15,866063.35
100,3,3,0,5,718933.4
172,2,2,2,9,1093803.86
150,1,2,0,30,824435.2
154,2,2,1,13,864521.47
51,2,2,1,35,334168.77
180,3,3,1,0,1144271.71
133,3,2,2,9,819101.27
101,2,2,2,0,625746.0
127,1,1,1,2,803195.77
40,3,3,1,6,366244.61
140,3,2,1,18,789762.57
68,5,5,3,17,648427.85
52,3,3,1,8,450477.54
43,3,3,1,0,353963.67
175,3,3,2,29,1000199.09
88,4,5,1,12,629330.34
196,4,4,2,3,1238756.74
93,2,2,1,17,603547.1
40,2,2,2,17,310183.74
64,2,2,0,11,372925.59
181,3,3,1,16,1137753.64
112,3,3,1,3,660498.38
92,3,3,2,22,625277.18
128,1,2,4,5,823710.07
145,3,3,1,8,894475.04
175,4,4,2,21,1203986.99
192,2,2,2,27,1329455.37
102,3,3,4,30,625914.01
53,3,3,2,25,444968.9
99,4,4,0,11,660143.87
133,4,4,2,0,959188.1
71,3,3,1,29,518373.77
72,3,3,0,28,526344.74
137,4,4,1,8,898015.94
117,3,2,3,24,718917.42
121,2,2,3,11,852387.19
82,3,3,2,30,555191.89
108,2,2,4,9,732534.88
73,2,2,2,34,446322.57
164,4,5,0,22,1071862.79
171,3,4,1,32,1119243.4
40,3,4,0,10,321051.99
73,2,3,0,19,494960.04
45,2,2,1,5,341998.68
87,2,2,1,23,472642.05
115,2,2,2,23,698659.27
47,3,3,3,38,390139.87
73,2,3,2,19,438200.54
69,3,3,3,22,517478.34
130,2,2,1,10,706689.13
123,5,5,3,20,848697.22
83,2,3,1,11,490320.21
128,1,2,1,16,707892.21
92,1,1,3,16,571421.68
106,3,4,1,11,719489.3
203,3,3,1,15,1230268.92
187,3,2,1,11,1095841.56
55,3,3,2,11,435146.43
161,1,1,4,25,932503.02
160,3,2,0,16,854659.14
62,3,3,3,18,488984.3
160,2,3,0,0,987629.57
196,2,2,1,19,933546.65
63,2,2,0,20,402384.51
74,2,2,2,11,490468.25
170,3,2,0,35,982434.91
133,2,2,1,0,708799.23
147,2,2,1,22,837835.71
137,2,2,0,22,793182.71
139,5,5,2,20,779811.78
53,4,4,1,16,407667.98
172,2,2,1,20,957913.82
178,2,3,1,23,1046857.98
108,2,2,1,7,674201.66
117,3,3,2,17,777880.66
43,1,1,0,13,256278.88
145,3,3,1,4,776008.08
148,3,2,1,22,867827.52
116,4,5,1,9,709149.09
176,2,2,3,0,1009890.02
103,4,4,2,9,775311.11
148,3,2,2,7,913107.6
69,2,2,1,25,422387.67
118,2,2,2,16,676016.76
111,2,2,2,28,695933.68
131,2,2,1,8,791193.07
101,2,3,2,23,573751.94
113,3,3,2,43,578681.35
161,3,4,1,18,1107974.01
98,4,5,1,23,609437.22
40,2,3,2,21,347578.94
207,5,5,1,0,1460474.63
189,2,2,2,20,1077575.31
55,3,3,2,18,412200.87
154,2,2,2,12,799096.3
94,2,3,1,6,540612.28
133,4,3,0,21,832864.62
134,2,2,0,5,873331.12
108,3,3,2,36,649771.76
80,3,3,3,16,588614.1
85,3,3,2,2,640869.68
74,3,3,0,9,483431.04
78,3,2,3,12,610109.3
116,1,1,4,39,708862.62
84,3,3,1,6,561967.92
154,4,4,1,13,954312.26
194,1,1,2,9,1222637.4
90,2,2,2,19,599139.25
131,3,3,4,9,974854.16
144,3,4,0,3,820419.69
143,3,4,1,13,957697.74
123,2,3,2,12,800954.69
157,3,3,3,9,890152.68
144,2,3,3,9,966509.29
58,3,4,4,26,499606.73
163,3,4,1,11,861876.17
164,2,1,2,3,960368.15
81,3,4,1,10,599795.96
121,5,5,1,15,832475.81
154,3,3,1,1,930305.88
109,4,4,2,31,699497.95
173,3,3,4,23,1299698.5
238,3,3,1,29,1329571.75
80,1,1,0,18,489983.86
50,2,2,2,0,400493.54
135,2,3,2,30,740655.93
156,3,2,4,6,1007085.48
108,4,4,1,7,652651.28
192,2,2,0,16,1005692.97
53,3,3,1,28,391524.38
154,3,3,0,25,777370.69
89,3,3,1,24,602455.64
205,2,2,0,11,1059949.64
219,3,3,1,11,1170675.65
81,2,2,0,18,454956.16
92,1,1,4,13,734384.75
162,5,5,1,23,854802.07
100,2,3,1,23,636974.7
117,1,1,3,20,681405.1
121,4,4,2,0,801891.54
40,2,2,2,16,341750.52
119,3,3,2,13,794255.17
85,2,1,2,16,506811.74
95,2,1,3,7,583404.34
192,2,2,2,1,1163671.46
57,2,2,3,19,481893.77
160,3,3,1,11,931762.53
106,3,3,1,20,693688.22
106,3,4,3,8,745429.9
159,4,4,1,29,893215.09
137,1,1,3,25,817759.13
148,3,4,0,17,921226.76
168,3,4,1,12,1031913.2
103,4,4,3,23,786273.79
89,1,1,1,18,486481.61
65,3,3,3,17,607773.99
78,4,4,4,25,624901.62
267,2,2,3,29,1747713.87
182,4,4,1,2,994692.37
52,1,1,2,4,363277.4
53,3,3,3,7,515555.32
144,4,4,2,0,997340.8
147,3,3,2,14,1011334.78
147,3,3,4,21,998391.61
107,1,1,2,14,642934.27
113,4,4,4,9,811455.41
136,3,3,0,26,753860.37
124,1,2,0,16,750023.44
40,3,2,1,18,352956.09
108,3,3,1,26,613185.96
77,2,3,2,13,561188.19
128,2,1,0,35,728531.26
269,1,2,4,10,1645076.89
138,3,3,1,34,843978.36
104,3,3,1,5,625194.76
166,3,3,1,20,781486.87
144,4,4,1,8,901306.12
141,4,4,0,26,873655.15
150,3,4,0,10,896668.87
222,1,1,2,17,1582812.0
63,3,3,0,8,471881.11
143,3,3,1,24,858993.87
73,3,3,2,8,556489.61
147,3,3,0,31,813719.79
74,2,2,1,5,534493.27
99,4,4,0,1,703239.59
105,2,2,1,24,639733.37
168,3,3,2,9,960996.19
165,1,2,0,14,790867.63
57,4,4,3,11,521699.73
122,2,1,3,1,816554.65
84,1,1,0,14,466781.24
57,2,2,4,27,475340.58
109,2,2,1,25,630556.6
104,2,3,0,17,651183.98
241,3,3,0,26,1368953.29
141,3,3,1,4,882409.71
51,1,1,2,11,335373.82
91,2,2,1,18,493715.74
171,4,4,2,13,1041554.39
224,3,4,2,12,1569821.76
40,3,3,1,2,324176.2
40,3,2,2,0,373534.01
213,2,2,3,23,1369650.44
139,1,1,0,17,893329.85
76,2,2,1,24,460110.81
146,4,5,1,10,887726.35
40,5,5,1,7,389412.46
120,3,4,1,15,832071.5
136,1,1,1,23,693767.41
166,2,2,2,12,933478.9
69,2,2,2,23,392385.13
124,3,3,1,4,839442.71
73,1,2,0,13,486780.33
132,4,4,1,14,901106.73
75,2,2,1,27,409203.98
99,4,5,1,17,722990.45
70,3,3,3,32,469473.01
152,3,4,1,1,947880.88
162,3,3,0,16,956438.24
108,3,3,1,16,703022.86
121,3,4,2,21,806583.31
47,3,2,2,6,395745.5
105,3,4,1,31,559334.24
117,5,5,1,15,836854.77
251,3,4,1,4,1650790.57
64,3,3,1,14,435133.71
193,4,4,4,11,1083004.1
169,2,3,2,42,1063672.08
134,1,1,2,25,821131.77
207,3,3,1,15,1278864.92
138,3,4,1,13,809214.03
139,4,4,2,24,702004.87
117,3,4,1,24,778901.96
181,3,3,4,0,1194028.53
174,3,3,1,21,978272.24
88,1,1,0,15,547717.21
54,3,3,2,1,484265.35
109,4,4,0,23,710368.39
79,2,2,1,37,475830.82
116,3,3,1,20,722935.74
181,3,2,2,26,1092353.42
97,2,1,1,33,517393.75
117,2,3,0,6,735229.92
122,5,5,2,0,801295.11
162,2,2,1,21,1011175.45
40,2,3,3,12,419113.25
89,2,1,1,1,532474.67
130,3,4,2,14,834345.12
180,3,3,1,22,966169.88
95,3,3,2,13,717570.74
40,1,1,2,7,344033.26
150,4,4,3,12,1063087.78
88,2,2,0,14,606123.03
60,2,3,1,0,455464.65
88,3,3,2,13,642484.55
110,2,2,0,1,733998.27
89,4,3,1,21,603222.7
40,4,4,3,0,477701.95
164,2,2,1,25,986030.39
183,4,5,4,10,1267322.4
152,3,2,0,9,832922.73
63,4,4,2,17,420364.83
109,2,2,1,6,661577.65
119,3,4,1,17,627930.26
149,2,3,4,7,892636.7
153,4,4,0,9,875648.71
83,1,2,3,19,545501.67
124,3,3,2,3,853040.86
142,2,3,1,2,928143.31
192,2,2,3,17,1185876.8
155,3,2,1,14,954995.91
159,4,4,2,16,1043017.23
124,3,3,1,18,610593.5
190,4,4,3,15,1203481.02
140,2,2,2,21,700867.88
76,3,3,0,15,533374.72
190,3,4,2,0,957434.05
154,1,1,0,0,842658.0
97,3,3,1,34,630468.24
96,3,3,0,15,557729.86
134,3,4,0,24,865857.57
143,3,4,1,11,919308.05
129,3,3,1,14,818189.98
135,1,1,1,10,802438.5
204,2,2,1,39,1177657.59
173,3,3,1,17,1021768.97
129,2,2,2,9,782128.42
167,1,2,2,0,964031.22
68,3,3,1,34,434323.02
139,3,3,3,13,824496.95
210,2,2,2,22,1174472.96
109,3,3,2,23,673692.02
77,3,2,1,10,494057.3
87,2,2,0,21,559184.01
65,3,3,3,8,501141.58
80,3,4,2,5,584370.47
101,3,3,0,26,678943.76
49,3,3,1,13,424264.85
120,1,2,2,20,768112.46
165,3,3,2,19,935111.91
74,2,1,3,21,561659.7
195,4,4,0,0,1065931.16
145,4,4,1,9,896272.92
171,3,3,0,11,979054.05
87,2,1,1,6,520847.3
162,2,2,0,19,875405.98
65,2,2,3,26,471620.19
164,3,3,1,28,873495.25
128,2,3,2,11,842522.56
147,3,3,0,17,851881.76
61,2,3,1,19,433373.01
75,5,5,1,21,591145.1
149,2,2,1,6,874813.34
72,4,4,2,33,534438.62
143,4,3,1,24,847767.39
51,3,2,1,24,416438.43
162,3,3,0,27,980764.68
58,3,3,0,20,415610.28
147,3,3,2,4,881311.38
151,2,3,1,13,877082.73
85,2,2,2,0,594210.59
149,3,3,2,19,1009675.68
133,3,3,0,13,712570.04
93,3,4,0,14,646408.14
69,2,3,2,27,511819.74
40,2,3,2,10,308371.88
137,1,1,1,12,755884.58
41,1,1,0,15,244719.32
124,2,2,0,0,765487.35
106,1,1,1,12,594455.14
153,2,3,0,0,890629.99
104,4,3,1,9,673595.97
103,1,2,1,23,629808.59
156,3,3,0,19,923109.47
136,2,3,0,9,816307.02
135,4,4,3,15,939418.14
143,3,3,1,4,919257.56
43,2,2,3,14,390637.86
157,3,3,1,44,1009959.1
150,2,2,2,33,766484.57
69,3,3,1,15,424498.81
107,2,1,2,16,552527.39
118,5,4,0,5,660654.11
113,3,2,0,6,733482.1
136,2,2,3,18,895845.88
191,3,4,1,9,1235344.82
174,2,3,3,24,964904.27
54,4,4,1,30,455643.87
151,3,3,1,18,902082.24
186,3,3,1,16,1090339.77
139,2,2,2,0,887292.11
174,4,4,1,22,978956.35
220,3,3,3,3,1708480.09
171,2,2,0,10,1062288.41
132,2,1,2,24,726714.81
172,2,2,1,25,873949.46
127,5,5,0,10,839057.68
121,2,1,1,10,720352.28
102,3,3,1,8,724946.48
198,1,1,0,3,970410.74
79,2,1,1,8,514487.99
196,3,3,1,0,1009330.62
144,5,5,1,21,960912.64
50,3,2,1,18,374749.07
138,4,4,0,20,981694.22
40,3,3,0,5,304521.13
151,1,1,4,3,1038076.33
164,2,2,3,15,865852.73
90,3,3,1,15,534059.35
126,5,5,4,13,809986.24
217,4,4,2,12,1382138.22
94,2,3,0,32,504699.98
67,2,2,0,19,380494.93
194,2,3,3,34,1157476.18
218,4,4,2,27,1389984.53
120,4,5,2,32,789508.91
170,3,3,3,4,1069932.36
187,2,2,1,20,1192165.28
82,3,3,0,10,556416.8
95,3,4,0,0,686573.68
181,2,3,0,29,1007893.75
204,3,3,0,12,1069975.29
148,1,1,1,4,870688.51
76,2,2,0,10,459555.06
219,4,4,0,7,1340669.86
93,3,3,1,8,638221.27
103,3,3,1,12,563405.93
137,3,4,1,32,716159.14
197,2,2,1,8,1188614.46
162,3,3,2,31,898134.92
140,3,3,3,23,860853.64
143,3,3,0,18,854224.61
122,3,3,0,22,709415.01
147,2,2,3,15,948150.99
40,2,2,1,27,293295.57
105,3,4,2,20,706042.32
132,2,3,1,0,764519.58
62,3,3,2,17,476771.42
139,2,2,3,22,943648.98
109,2,2,2,12,646250.76
207,2,2,0,16,1243868.31
198,5,5,3,8,1282687.22
96,2,1,2,1,649548.36
112,3,3,2,0,752674.77
116,3,4,0,0,747995.34
97,1,1,2,21,584405.71
129,3,3,0,0,877670.24
82,3,4,1,8,594011.58
63,3,3,1,7,492665.03
